id,GIS ObjectID,InfrastID,WBS,Code,Funding comment,Portfolio,Category,Subcategory,Project Name,Project Description,Project Priority,Funding Needed,address,From,To,LATITUDE,LONGITUDE,Quadrants,NE Quadrant,NW Quadrant,SE Quadrant,SW Quadrant,Quadrant Factor,Quadrant Funding Estimated,CD,CD 1,CD 2,CD 3,CD 4,CD 5,CD 6,CD 7,CD 8,CD 9,CD 10,CD 11,CD 12,CW,CD Funding Factor,CD Funding Estimated,NPU 1,NPU 2,NPU 3,NPU 4,NPU 5,Neighborhood 1,Neighborhood 2,Neighborhood 3,Neighborhood 4,Neighborhood 5,Neighborhood 6,Neighborhood 7,Neighborhood 8,Neighborhood 9,Neighborhood 10,Neighborhood 11,Corridor 1,Corridor 2,Corridor 3,Secondary Corridor 1,Secondary Corridor 2,Secondary Corridor 3,Regional Employment Center,Priority and Sub Cat,Comments,Added,dropped,FIELD69,FIELD70,FIELD71,FIELD72,FIELD73
1,,,,,2016-PROGRAM,Javne povrsine i javni objekti,Javne povrsine,Prenesene obveze iz prethodnog razdoblja,Uredenje javne povrsine u Jagicevoj ulici,,,"667,598 kn",Jagiceva ulica 30,,,45.808725,15.959632,,,,,,,,,,,,,,,,,,,,,,1,"667,597.50",Gradenje,G,,,,Gradska cetvrt DONJI GRAD,Zona 1,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,2016-PROGRAM,Javne povrsine i javni objekti,Javne povrsine,Prenesene obveze iz prethodnog razdoblja,Strucni nadzor nad izgradnjom fontane na pristupnom trgu u Jagicevoj,,,"15,000 kn",Jagiceva ulica 31,,,45.808749,15.959763,,,,,,,,,,,,,,,,,,,,,,1,"15,000.00",Nadzor,N,,,,Gradska cetvrt DONJI GRAD,Zona 1,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,2016-PROGRAM,Javne povrsine i javni objekti,Javne povrsine,Nove obveze,Rekonstrukcija fontane na Trgu kralja Tomislava,,,"1,700,000 kn",Trg kralja Tomislava,,,45.806349,15.977984,,,,,,,,,,,,,,,,,,,,,,1,"1,700,000.00",Gradenje,G,,,,Gradska cetvrt DONJI GRAD,Zona 1,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,2016-PROGRAM,Javne povrsine i javni objekti,Javne povrsine,Nove obveze,Uredenje Trga kralja Tomislava,,,"1,200,000 kn",Trg kralja Tomislava,,,45.806349,15.977984,,,,,,,,,,,,,,,,,,,,,,1,"1,200,000.00",Gradenje,G,,,,Gradska cetvrt DONJI GRAD,Zona 1,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,2016-PROGRAM,Javne povrsine i javni objekti,Javne povrsine,Prenesene obveze iz prethodnog razdoblja,Uredenje Parka Gric,,,"2,731,266 kn",Park Gric,,,45.814685,15.971967,,,,,,,,,,,,,,,,,,,,,,1,"2,731,265.63",Gradenje,G,,,,Gradska cetvrt GORNJI GRAD - MEDVESCAK,Zona 1,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,2016-PROGRAM,Javne povrsine i javni objekti,Javne povrsine,Prenesene obveze iz prethodnog razdoblja,Strucni nadzor nad uredenjem Parka Gric,,,"12,500 kn",Park Gric,,,45.814685,15.971967,,,,,,,,,,,,,,,,,,,,,,1,"12,500.00",Nadzor,N,,,,Gradska cetvrt GORNJI GRAD - MEDVESCAK,Zona 1,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,2016-PROGRAM,Javne povrsine i javni objekti,Javne povrsine,Prenesene obveze iz prethodnog razdoblja,Koordinator zastite na radu II za uredenje Parka Gric,,,"5,800 kn",Park Gric,,,45.814685,15.971967,,,,,,,,,,,,,,,,,,,,,,1,"5,800.00",,,,,,Gradska cetvrt GORNJI GRAD - MEDVESCAK,Zona 1,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,2016-PROGRAM,Javne povrsine i javni objekti,Javne povrsine,Prenesene obveze iz prethodnog razdoblja,Izrada projektne dokumentacije za rekonstrukciju Aleksandrovih stuba,,,"25,000 kn",Aleksandrove stube,,,45.814799,15.969103,,,,,,,,,,,,,,,,,,,,,,1,"25,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt GORNJI GRAD - MEDVESCAK,Zona 1,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,2016-PROGRAM,Javne povrsine i javni objekti,Javne povrsine,Nove obveze,Izrada tehnicke dokumentacije za uredenje Parka Gric,,,"100,000 kn",Park Gric,,,45.814685,15.971967,,,,,,,,,,,,,,,,,,,,,,1,"100,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt GORNJI GRAD - MEDVESCAK,Zona 1,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,2016-PROGRAM,Javne povrsine i javni objekti,Javne povrsine,Nove obveze,Izgradnja kanalizacije na Strossmayerovom setalistu,,,"400,000 kn",Strossmayerovo setalistue,,,45.814555,15.973066,,,,,,,,,,,,,,,,,,,,,,1,"400,000.00",Gradenje i nadzor,"G,N",,,,Gradska cetvrt GORNJI GRAD - MEDVESCAK,Zona 1,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,2016-PROGRAM,Javne povrsine i javni objekti,Javne povrsine,Nove obveze,Krajobrazno uredenje Parka Ribnjak - I faza,,,"1,350,000 kn",Park Ribnjak,,,45.816883,15.980179,,,,,,,,,,,,,,,,,,,,,,1,"1,350,000.00",Gradenje,G,,,,Gradska cetvrt GORNJI GRAD - MEDVESCAK,Zona 1,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,2016-PROGRAM,Javne povrsine i javni objekti,Javne povrsine,Prenesene obveze iz prethodnog razdoblja,Strucni nadzor nad uredenjem prostora uz Ulicu hrvatske bratske zajednice -II faza,,,"110,000 kn",Ulica hrvatske bratske zjednice,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"110,000.00",Nadzor,N,,,,Gradska cetvrt TRNJE,Zona 1,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,2016-PROGRAM,Javne povrsine i javni objekti,Javne povrsine,Prenesene obveze iz prethodnog razdoblja,Uredenje prostora u Ulici hrvatske bratske zajednice -II faza,,,"30,781,722 kn",Ulica hrvatske bratske zjednice,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"30,781,721.60",Gradenje,G,,,,Gradska cetvrt TRNJE,Zona 1,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,2016-PROGRAM,Javne povrsine i javni objekti,Javne povrsine,Prenesene obveze iz prethodnog razdoblja,"Koordinator zastite na radu II za vrijeme uredenje prostora uz 
Ulicu hrvatske bratske zajednice - II faza",,,"12,250 kn",Ulica hrvatske bratske zjednice,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"12,250.00",,,,,,Gradska cetvrt TRNJE,Zona 1,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,2016-PROGRAM,Javne povrsine i javni objekti,Javne povrsine,Nove obveze,Rekonstrukcija Parka 148. brigade HV,,,"2,280,000 kn",Park 148. brigade,,,45.800721,15.998245,,,,,,,,,,,,,,,,,,,,,,1,"2,280,000.00",Gradenje i nadzor,"G,N",,,,Gradska cetvrt TRNJE,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,2016-PROGRAM,Javne povrsine i javni objekti,Javne povrsine,Prenesene obveze iz prethodnog razdoblja,Kvaternikov trg- nadstresnica-zimski vrt,,,"61,194 kn",Kvaternikov trg,,,45.815017,15.997478,,,,,,,,,,,,,,,,,,,,,,1,"61,194.38",Gradenje,G,,,,Gradska cetvrt MAKSIMIR,Zona 1,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,2016-PROGRAM,Javne povrsine i javni objekti,Javne povrsine,Prenesene obveze iz prethodnog razdoblja,Izrada tehnicke dokumentacije za izmjestanje kriza sa hipodroma na prosirenje uz juzni nasip Save,,,"11,875 kn",Hipodrom,,,45.785678,15.964291,,,,,,,,,,,,,,,,,,,,,,1,"11,875.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt NOVI ZAGREB – ISTOK,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,2016-PROGRAM,Javne povrsine i javni objekti,Javne povrsine,Povrat po ugovorima o financiranju,Krajobrazno uredenje zelenih povrsina u Ulici Nikole Andrica,,,"27,500 kn",Ulica Nikole Andrica,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"27,500.00",Gradenje,G,,,,Gradska cetvrt NOVI ZAGREB – ISTOK,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,2016-PROGRAM,Javne povrsine i javni objekti,Javne povrsine,Nove obveze,Izrada tehnicke dokumentacije za uredenje prostora Bundek - Racinjak,,,"300,000 kn",Bundek,,,45.785378,15.987219,,,,,,,,,,,,,,,,,,,,,,1,"300,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt NOVI ZAGREB – ISTOK,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,2016-PROGRAM,Javne povrsine i javni objekti,Javne povrsine,Nove obveze,Otkup zemljista na prostoru Bundek-Racinjak,,,"1,000,000 kn",Bundek,,,45.785378,15.987219,,,,,,,,,,,,,,,,,,,,,,1,"1,000,000.00",,,,,,Gradska cetvrt NOVI ZAGREB – ISTOK,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,2016-PROGRAM,Javne povrsine i javni objekti,Javne povrsine,Prenesene obveze iz prethodnog razdoblja,Park Selska-Bastijanova-ugovor o prikljucenju za crpnu stanicu,,,"23,460 kn",,Selska,Bastijanova,45.811947,15.864572,,,,,,,,,,,,,,,,,,,,,,1,"23,460.00",,,,,,Gradska cetvrt TRESNJEVKA – SJEVER,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,2016-PROGRAM,Javne povrsine i javni objekti,Javne povrsine,Prenesene obveze iz prethodnog razdoblja,Izgradnja parka na krizanju Selske i Bastijanove,,,"2,667,524 kn",,Selska,Bastijanova,45.811947,15.864572,,,,,,,,,,,,,,,,,,,,,,1,"2,667,524.27",Gradenje,G,,,,Gradska cetvrt TRESNJEVKA – SJEVER,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,2016-PROGRAM,Javne povrsine i javni objekti,Javne povrsine,Ugovori o financiranju (stvarni trosak),Radovi na krajobraznom uredenju bloka Selska-Stubicka- Viteziceva-Bastijanova,,,"212,648 kn",,Selska,Stubicka,45.811947,15.864572,,,,,,,,,,,,,,,,,,,,,,1,"212,647.61",Gradenje,G,,,,Gradska cetvrt TRESNJEVKA – SJEVER,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,2016-PROGRAM,Javne povrsine i javni objekti,Javne povrsine,Nove obveze,Nadzor nad izgradnjom parka na krizanju Selske i Bastijanove,,,"15,000 kn",,Selska,Bastijanova,45.811947,15.864572,,,,,,,,,,,,,,,,,,,,,,1,"15,000.00",Nadzor,N,,,,Gradska cetvrt TRESNJEVKA – SJEVER,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,2016-PROGRAM,Javne povrsine i javni objekti,Javne povrsine,Nove obveze,Koordinator II nad izgradnjom parka na krizanju Selske i Bastijanove,,,"3,000 kn",,Selska,Bastijanova,45.811947,15.864572,,,,,,,,,,,,,,,,,,,,,,1,"3,000.00",,,,,,Gradska cetvrt TRESNJEVKA – SJEVER,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,2016-PROGRAM,Javne povrsine i javni objekti,Javne povrsine,Prenesene obveze iz prethodnog razdoblja,Izrada projektne dokumentacije za uredenje parka izmedu Omiske ulice i Ćire Truhelke,,,"5,375 kn",,Omiska ulica,Ćiro Truhelka,45.792794,15.953147,,,,,,,,,,,,,,,,,,,,,,1,"5,375.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt TRESNJEVKA – JUG,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,2016-PROGRAM,Javne povrsine i javni objekti,Javne povrsine,Nove obveze,Izrada tehnicke dokumentacije za uredenje Trga Franje Tudmana,,,"500,000 kn",Trg Franje Tudmana,,,45.667262,15.647106,,,,,,,,,,,,,,,,,,,,,,1,"500,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt CRNOMEREC,Zona 1,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,2016-PROGRAM,Javne povrsine i javni objekti,Javne povrsine,Prenesene obveze iz prethodnog razdoblja,Krajobrazno uredenje odvojka Stenjevecke ulice od Ulice Kotarnica do produzene Ulice Antuna Soljana,,,"99,246 kn",,Stenjevecka ulice,Ulica Kotarnica,45.807867,15.887513,,,,,,,,,,,,,,,,,,,,,,1,"99,246.25",Gradenje,G,,,,Gradska cetvrt STENJEVEC,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,2016-PROGRAM,Javne povrsine i javni objekti,Javne povrsine,Povrat po ugovorima o financiranju,Krajobrazno uredenje trgovackog centra Spansko,,,"49,342 kn",Slavenskog 1,,,45.815011,15.981919,,,,,,,,,,,,,,,,,,,,,,1,"49,341.68",,,,,,Gradska cetvrt STENJEVEC,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,2016-PROGRAM,Javne povrsine i javni objekti,Javne povrsine,Prenesene obveze iz prethodnog razdoblja,Pothodnik Aleja grada Bologne – Stenjevec – izrada tehnicke dokumentacije za osiguranje pristupa osobama s invaliditetom,,,"90,000 kn",Aleja grada Bologne,,,45.815011,15.981919,,,,,,,,,,,,,,,,,,,,,,1,"90,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt PODSUSED-VRAPCE,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,2016-PROGRAM,Javne povrsine i javni objekti,Javne povrsine,Prenesene obveze iz prethodnog razdoblja,Izrada tehnicke dokumentacije za izgradnju polivalentnog sportskog igralista na Bizeku,,,"13,500 kn",Bizek,,,45.825979,15.856629,,,,,,,,,,,,,,,,,,,,,,1,"13,500.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt PODSUSED-VRAPCE,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,2016-PROGRAM,Javne povrsine i javni objekti,Javne povrsine,Nove obveze,Izgradnja nadstresnica na podrucju Grada Zagreba,,,"2,300,000 kn",,,,,,,,,,,,,,,,,,,,,,,,,,,1,"2,300,000.00",Gradenje,G,,,,OSTALO,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,2016-PROGRAM,Javne povrsine i javni objekti,Javne povrsine,Nove obveze,Krajobrazno uredenje zelenih povrsina na podrucju Grada Zagreba,,,"10,474,826 kn",,,,,,,,,,,,,,,,,,,,,,,,,,,1,"10,474,826.08",Gradenje,G,,,,OSTALO,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,2016-PROGRAM,Javne povrsine i javni objekti,Javne povrsine,Nove obveze,Otkup nekretnina u Ulici Pavlinski put,,,"500,000 kn",Ulica Pavlinski put,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"500,000.00",,,,,,OSTALO,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,2016-PROGRAM,Javne povrsine i javni objekti,Javne povrsine,Nove obveze,Izrada projektne dokumentacije za krajobrazno uredenje zelenih povrsina na podrucju Grada Zagreba,,,"86,250 kn",,,,,,,,,,,,,,,,,,,,,,,,,,,1,"86,250.00",Tehnicka dokumentacija,TD,,,,OSTALO,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,,,2016-PROGRAM,Javne povrsine i javni objekti,Javne povrsine,Nove obveze,Strucni nadzor nad krajobraznim uredenjem zelenih povrsina na podrucju Grada Zagreba,,,"18,125 kn",,,,,,,,,,,,,,,,,,,,,,,,,,,1,"18,125.00",Nadzor,N,,,,OSTALO,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,,,,2016-PROGRAM,Javne povrsine i javni objekti,Javne povrsine,Nove obveze,Izrada projektne dokumentacije za nadstresnice na podrucju Grada Zagreba,,,"150,000 kn",,,,,,,,,,,,,,,,,,,,,,,,,,,1,"150,000.00",Tehnicka dokumentacija,TD,,,,OSTALO,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,,,2016-PROGRAM,Gradnja i rekonstrukcija nerazvrstanih cesta - razvoj prometne djelatnosti,Nerazvrstane ceste,Prenesene obveze iz prethodnog razdoblja,Gradnja i rekonstrukcija,,,"10,000,000 kn",,,,,,,,,,,,,,,,,,,,,,,,,,,1,"10,000,000.00",Gradenje,G,,,,OSTALO,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,2016-PROGRAM,Gradnja i rekonstrukcija nerazvrstanih cesta - razvoj prometne djelatnosti,Nerazvrstane ceste,Nove obveze,Radnicka cesta III. Etapa,,,"59,000,000 kn",Radnicka cesta,,,45.790226,16.031104,,,,,,,,,,,,,,,,,,,,,,1,"59,000,000.00",Gradenje,G,,,,OSTALO,,,,,,,,,,,,,,,,,,,21.12.2015,,,,,,,
40,,,,,2016-PROGRAM,Gradnja i rekonstrukcija nerazvrstanih cesta - razvoj prometne djelatnosti,Nerazvrstane ceste,Nove obveze,Radnicka cesta IV. Etapa,,,"3,000,000 kn",Radnicka cesta,,,45.790226,16.031104,,,,,,,,,,,,,,,,,,,,,,1,"3,000,000.00",Gradenje,G,,,,OSTALO,,,,,,,,,,,,,,,,,,,17.12.2015,,,,,,,
41,,,,,2016-PROGRAM,Gradnja i rekonstrukcija nerazvrstanih cesta - razvoj prometne djelatnosti,Nerazvrstane ceste,Nove obveze,Izrada studija i tehnicke dokumentacije,,,"5,000,000 kn",,,,,,,,,,,,,,,,,,,,,,,,,,,1,"5,000,000.00",Tehnicka dokumentacija,TD,,,,OSTALO,,,,,,,,,,,,,,,,,,,17.12.2015,,,,,,,
42,,,,,2016-PROGRAM,Gradnja i rekonstrukcija nerazvrstanih cesta po gradskim cetvrtima,Nerazvrstane ceste,Prenesene obveze iz prethodnog razdoblja,Ante Kovacica,,,"750,000 kn",Ante Kovacica,,,45.80866,15.976272,,,,,,,,,,,,,,,,,,,,,,1,"750,000.00",Gradenje,G,,,,Gradska cetvrt DONJI GRAD,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,2016-PROGRAM,Gradnja i rekonstrukcija nerazvrstanih cesta po gradskim cetvrtima,Nerazvrstane ceste,Prenesene obveze iz prethodnog razdoblja,Branimirova ulica od Zavrtnice do Heinzelove,,,"100,000 kn",,Branimirova ulica,Heinzelova ulica,45.805407,15.984358,,,,,,,,,,,,,,,,,,,,,,1,"100,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt DONJI GRAD,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,2016-PROGRAM,Gradnja i rekonstrukcija nerazvrstanih cesta po gradskim cetvrtima,Nerazvrstane ceste,Nove obveze,Branimirova ulica od Zavrtnice do Heinzelove,,,"200,000 kn",,Branimirova ulica,Heinzelova ulica,45.805407,15.984358,,,,,,,,,,,,,,,,,,,,,,1,"200,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt DONJI GRAD,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,,,,2016-PROGRAM,Gradnja i rekonstrukcija nerazvrstanih cesta po gradskim cetvrtima,Nerazvrstane ceste,Nove obveze,Primorska ulica,,,"7,500,000 kn",Primorska ulica,,,45.810736,15.960924,,,,,,,,,,,,,,,,,,,,,,1,"7,500,000.00",Gradenje,G,,,,Gradska cetvrt DONJI GRAD,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,,,2016-PROGRAM,Gradnja i rekonstrukcija nerazvrstanih cesta po gradskim cetvrtima,Nerazvrstane ceste,Prenesene obveze iz prethodnog razdoblja,"Ulica Pod zidom, Opaticka ulica, autobusna stajalista u ulici Pantovcak i kod rotor-raskrizja...","Ulica Pod zidom, Opaticka ulica, autobusna stajalista u ulici Pantovcak i kod rotor-raskrizja Gornje Prekrizje - Pantovcak - Sestinski vijenac, ulica Zelengaj",,"241,875 kn",Ulica Pod zidom,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"241,875.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt GORNJI GRAD - MEDVESCAK,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,,2016-PROGRAM,Gradnja i rekonstrukcija nerazvrstanih cesta po gradskim cetvrtima,Nerazvrstane ceste,Prenesene obveze iz prethodnog razdoblja,Radiceva ulica,,,"7,500,000 kn",Radiceva ulica,,,45.816516,15.975584,,,,,,,,,,,,,,,,,,,,,,1,"7,500,000.00",Gradenje,G,,,,Gradska cetvrt GORNJI GRAD - MEDVESCAK,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,,,2016-PROGRAM,Gradnja i rekonstrukcija nerazvrstanih cesta po gradskim cetvrtima,Nerazvrstane ceste,Prenesene obveze iz prethodnog razdoblja,Alagoviceva ulica,,,"2,400,000 kn",Alagoviceva ulica,,,45.826963,15.983414,,,,,,,,,,,,,,,,,,,,,,1,"2,400,000.00",Gradenje,G,,,,Gradska cetvrt GORNJI GRAD - MEDVESCAK,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,,,2016-PROGRAM,Gradnja i rekonstrukcija nerazvrstanih cesta po gradskim cetvrtima,Nerazvrstane ceste,Nove obveze,"Kozarska ulica, Ulica A.G. Matosa",,,"150,000 kn",,Kozarska ulica,Ulica A.G. Matosa,45.817873,15.975996,,,,,,,,,,,,,,,,,,,,,,1,"150,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt GORNJI GRAD - MEDVESCAK,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,,2016-PROGRAM,Gradnja i rekonstrukcija nerazvrstanih cesta po gradskim cetvrtima,Nerazvrstane ceste,Nove obveze,Uredenje rotora u Bakacevoj ulici,,,"150,000 kn",Bakaceva ulica,,,45.813746,15.978503,,,,,,,,,,,,,,,,,,,,,,1,"150,000.00",Gradenje,G,,,,Gradska cetvrt GORNJI GRAD - MEDVESCAK,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,,,,2016-PROGRAM,Gradnja i rekonstrukcija nerazvrstanih cesta po gradskim cetvrtima,Nerazvrstane ceste,Prenesene obveze iz prethodnog razdoblja,"Ulica Palic, V. Trnjanski nasip, Miramarska ulica, Drinska ulica...","Ulica Palic, V. Trnjanski nasip, Miramarska ulica, Drinska ulica, spojna prometnica Heinzelova - Radnicka cesta, Ulica Hrvatske bratske zajednice od Slavonske avenije do Trga Stjepana Radica, raskrizje Ulica grada Vukovara-Kruge, Radnicka cesta od Ulice grada Vukovara do Drziceve",,"80,000 kn",Ulica Palic,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"80,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt TRNJE,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,,,,2016-PROGRAM,Gradnja i rekonstrukcija nerazvrstanih cesta po gradskim cetvrtima,Nerazvrstane ceste,Nove obveze,Ulica Dragice Hotko - Metelkova ulica - parkiraliste...,"Ulica Dragice Hotko - Metelkova ulica - parkiraliste, Koturaska cesta - od produzetka Plitvicke ulice na zapadu do Nove Unske na istoku, Nova Unska ulica - Dionica 2, Bednjanska ulica od Nove Unske na istoku do Plitvicke ulice na zapadu, ulica Palic-parkiraliste, Drziceva-nogostup-od Branimirove do autobusnog kolodvora, Nova Unska-dionica1, Plitvicka-od Sutlanske do Koturaske, Miramarska cesta, prosirenje Avenije Marina Drzica- od Autobusnog kolodvora do Vukovarske",,"300,000 kn",,Ulica Dragice Hotko,Metelkova ulica,45.79305,15.993769,,,,,,,,,,,,,,,,,,,,,,1,"300,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt TRNJE,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,,,,2016-PROGRAM,Gradnja i rekonstrukcija nerazvrstanih cesta po gradskim cetvrtima,Nerazvrstane ceste,Nove obveze,Ulica Palic,,,"1,500,000 kn",Ulica Palic,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"1,500,000.00",Gradenje,G,,,,Gradska cetvrt TRNJE,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,,,2016-PROGRAM,Gradnja i rekonstrukcija nerazvrstanih cesta po gradskim cetvrtima,Nerazvrstane ceste,Prenesene obveze iz prethodnog razdoblja,"Veliki dol, Kosa I. odvojak, Prilesje...","Veliki dol, Kosa I. odvojak, Prilesje, raskrizje Maksimirske- Bele Cikosa, Fijanova, Kuhaceva, VIII. Pozarinje, Barutanski ogranak V.- ulica Rim-ulica Donji Rim, Remete, ulica Cret, raskrizje Bukovacka - Petrova -Prilesje - Spojna cesta 2",,"325,000 kn",Veliki dol,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"325,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt MAKSIMIR,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,,,2016-PROGRAM,Gradnja i rekonstrukcija nerazvrstanih cesta po gradskim cetvrtima,Nerazvrstane ceste,Ugovori o financiranju,Odvojak ulice I. Jordanovacki odvojak,,,"250,000 kn",I. Jordanovacki odvojak,,,45.825097,16.00108,,,,,,,,,,,,,,,,,,,,,,1,"250,000.00",Gradenje,G,,,,Gradska cetvrt MAKSIMIR,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,,,2016-PROGRAM,Gradnja i rekonstrukcija nerazvrstanih cesta po gradskim cetvrtima,Nerazvrstane ceste,Nove obveze,"Ulica Fakultetsko dobro, Kozjak, Mogilska...","Ulica Fakultetsko dobro, Kozjak, Mogilska, raskrizje ulice
 Jordanovac i Lascinske ceste, raskrizje Avenija Gojka Suska-Svetosimunska cesta-Ulica Stefanovec, Ulica Gospocak",,"205,000 kn",Ulica Fakultetsko dobro,,,45.825416,16.028109,,,,,,,,,,,,,,,,,,,,,,1,"205,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt MAKSIMIR,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,,,,2016-PROGRAM,Gradnja i rekonstrukcija nerazvrstanih cesta po gradskim cetvrtima,Nerazvrstane ceste,Nove obveze,Ulica Fakultetsko dobro,,,"2,000,000 kn",Ulica Fakultetsko dobro,,,45.825416,16.028109,,,,,,,,,,,,,,,,,,,,,,1,"2,000,000.00",Gradenje,G,,,,Gradska cetvrt MAKSIMIR,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,,,2016-PROGRAM,Gradnja i rekonstrukcija nerazvrstanih cesta po gradskim cetvrtima,Nerazvrstane ceste,Nove obveze,Ulica Kozjak od k. br. 13 do 21,,,"170,000 kn",Ulica Kozjak,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"170,000.00",Gradenje,G,,,,Gradska cetvrt MAKSIMIR,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,,,2016-PROGRAM,Gradnja i rekonstrukcija nerazvrstanih cesta po gradskim cetvrtima,Nerazvrstane ceste,Nove obveze,Barutanski ogranak V. - ulica Rim - ulica Donji Rim,,,"300,000 kn",Barutanski ogranak V.,,,45.833703,16.002477,,,,,,,,,,,,,,,,,,,,,,1,"300,000.00",Tehnicka dokumentacija i gradenje,"TD,G",,,,Gradska cetvrt MAKSIMIR,,,,,,,,,,,,,,,,,,,,,,,,,,
